"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Spain","ESP","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","2.45","3.94","5.02","3.3","5.06","6.56","8.17","10.83","13.43","14.9","16.18","19.05","20.16","19.595","17.023","15.622","13.137","11.985","11.954","13.473","18.389","19.8","17.865","17.567","16.101","13.646","10.768","9.478","7.346","7.858","8.273","8.327","7.132","6.349","6.41","10.055","17.645","19.567","21.044","24.583","25.601","23.598","20.774","18.12","15.657","13.719","12.448","13.868","13.216","11.394","10.665","10.154",
"Estonia","EST","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.584","1.415","3.875","6.458","7.227","10.385","10.553","11.15","10.443","12.925","15.023","13.037","11.314","12.142","11.627","9.153","6.234","5.383","5.758","16.677","19.274","13.059","10.911","9.089","7.859","6.496","7.566","6.344","5.561","4.123","7.13","6.785","6.066","6.121","7.513",
"Ethiopia","ETH","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","3","","","","","2.72","","","","","","1.812","","","","","","","","1.651","","","","","","","","2.933","","","",
"European Union","EUU","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.81499594746464","6.43028829632129","7.56000927193263","9.28313424505468","9.98419809847914","9.41592259898676","9.57955422397507","9.53780965347113","9.07510882034582","8.87775572212488","8.41215455621863","8.1523082514797","8.65538097433285","8.90983281480326","9.11865254014654","8.80185032728824","7.86706431980242","6.78729241811784","6.6511625727372","9.06752944839259","9.73865203445787","9.72423625644329","10.7189504341757","11.2413756613228","10.657656547758","9.88298814797826","8.887213514612","7.87849450375406","6.98427061680426","6.40025342285343","6.79634461329667","6.75635950747592","5.85256574917516","5.75052018819037","5.69755564142713",
"Fragile and conflict affected situations","FCS","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","3.77","2.57","2.83","3.11","2.52","1.48","2.27","4.42","7.08","8.21","6.6","4.77","5.23","5.38","5.54","5.25","5.5","5.98","5.71","4.93","3.15","3.483","7.817","13.333","17.784","17.803","17.784","15.587","14.78","12.882","11.002","10.35","9.86","10.656","10.958","10.156","9.556","8.748","6.538","6.07","8.888","9.094","8.405","8.28","8.823","9.327","9.876","9.037","8.872","7.419","7.176","8.011","8.137","7.048","7.844","9.081",
"Fiji","FJI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","4.92","","","","","","","","","","","","","","4.8","","","","","","","","4.1","3.333","","6.838","","","","4.292","","","4.93","","3.697","","","","","","","","4.486",
"France","FRA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","1.59","1.7","1.59","1.71","2.86","3","3.45","3.79","4.2","4.23","5.28","5.99","6.086","7.64","8.49","8.685","8.645","8.17","7.306","7.175","7.164","8.091","9.615","11.027","9.979","10.588","11.014","10.355","10.354","8.535","7","7.772","7.586","8.075","8.031","8.081","7.48","6.909","8.907","8.944","8.788","9.725","10.039","10.519","10.794","10.245","9.443","8.982","8.475","8.065","7.968","7.469","7.458","7.529",
"Faroe Islands","FRO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.368","","","","","","","","","","",
"Gabon","GAB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.09","","","","","","","","","","","","12.5","","","","","14.42","","","","","","","","","","","","","","",
"United Kingdom","GBR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","4.5","5","3.5","3.6","5.4","7","7.3","7","6.5","8.3","12.9","13.1","11.991","11.519","11.829","11.948","11.449","9.281","7.606","7.233","9.424","11.573","12.367","11.413","10.082","9.663","8.084","6.875","6.78","6.137","5.182","5.606","5.428","4.936","5.29","5.831","5.659","6.218","8.668","8.787","8.818","8.804","8.268","6.694","5.707","5.043","4.623","4.216","3.834","4.8","5.083","3.91","4.338","4.571",
"Georgia","GEO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.27","15.32","11.1","11.63","14.01","11.48","13.4","14.8","15.23","13.93","18.11","22.098","22.473","21.572","20.773","22.108","19.933","18.71","19.947","15.012","13.924","12.792","13.05","","","","",
"Ghana","GHA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.458","3.7","","","","","","7.5","9.4","10.181","","","","","","4.619","","","","4.91","","","1.969","","7.045","","3.253","","","","2.843","2.572","","",
"Gibraltar","GIB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.709","","","","","","","","","","","","5.754","","","","","4.983","","","","","",
"Gambia, The","GMB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.527","","","","","","4.906","","","","","7.18","",
"Guinea-Bissau","GNB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.435","2.529","","","3.45","","",
"Equatorial Guinea","GNQ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","28.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","3.28","4.79","5.799","5.982","5.644","5.04","5.096","4.904","4.524","4.186","4.636","5.503","6.592","6.511","6.662","6.319","6.706","7.862","8.005","7.406","7.166","6.761","6.228","6.643","6.234","5.549","5.176","5.095","6.889","10.012","15.186","21.782","24.642","23.727","21.741","19.859","17.73","15.299","13.702","13.192","11.287","9.276","8.427","7.911",
"Grenada","GRD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.73","","","18.46","","9.98","","10.57","","","","","","","","","","","","","","","","","","","","12.523","8.609","10.508","11.688","","4.092","",
"Greenland","GRL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.13","11.86","13.36","10.55","11.98","11.26","9.76","11.86","11.99","10.42","10.01","","","","7.8","9.2","9.6","10.1","10.3","8.9","","","","","","","","","",
"Guatemala","GTM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","2.17","2.29","","","","","1.83","","1.55","","","","","","","","","","","","","2.103","2.461","2.75","","1.542","","","","3.305","2.856","2.366","2.67","2.361","1.989","2.115","1.928","2.011","1.819","","1.791","2.151","1.935","",
"Guam","GUM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","6.99","7.82","","","","8.4","7.9","9.4","9.34","","","5.67","","","","","","3.938","","","","","","","","","","12.83","","7.6","6.4","7.2","7.1","","8.8","7.3","11.2","11.9","","","","","","","","","","","","",
"Guyana","GUY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.47","","","","","10.4","","","","","","","","","","10.29","","","","","","","","","","","","","","","","12.005","12.136","","","","","",
"High income","HIC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.19624209125802","6.0702021107415","6.68187854721369","7.23985901878909","7.44866724472144","7.1808982693915","7.29362928413571","7.32665832083431","6.65385844957333","6.55368328252023","6.11324254669942","6.29791982066667","6.90354610204745","7.05079734839049","6.78605550327965","6.499461428768","6.07162651786455","5.49857218663913","5.82134295154071","8.35505647299736","8.41298129685709","8.00124750192813","7.72339554577012","7.67256664539969","6.97049222133894","6.48653487164723","5.92543243132736","5.43193138630796","4.92279178169798","4.61632219863607","6.22993558137327","5.42746312548216","4.31452680881752","4.25648689215791","4.2801872769601",
"Hong Kong SAR, China","HKG","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","9.21","5.4","4.4","1.4","2.04","2.29","1.55","1.83","2.11","1.85","3.49","2.99","1.71","1.35","1.08","1.32","1.94","2","1.97","2.02","3.39","3.12","2.31","4.96","6.7","5.56","5.97","8.35","9.17","7.69","6.54","5.63","4.53","4.05","6.07","5.056","3.988","3.772","3.803","3.567","3.438","3.692","3.382","3.183","3.538","6.88","6.137","5.114","3.487","3.63",
"Honduras","HND","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","7.6","","","","","","","","8.6","","","","13.01","12.24","","","4.31","4.28","3.12","","","3.17","4.35","3.32","3.84","3.98","","3.96","3.63","4.65","4.79","4.066","3.128","2.631","2.774","2.74","3.373","3.452","3.009","4.561","5.676","4.414","5.295","4.04","4.62","4.22","8.792","6.919","5.938","4.488","3.953",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.12","","","","","9.33","9.35","","","15.023","14.106","13.184","12.524","12.334","11.563","9.813","8.75","7.039","7.917","11.038","13.644","16.121","17.678","16.312","15.44","12.395","10.468","7.453","6.11","7.296","7.079","5.873","5.647","5.034",
"Haiti","HTI","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","11.2","","","","","","","11.22","","","","","","","","","6.2","","","","","","","","14.9","","","","","11.5","","","","","","","","","","","","",
"Hungary","HUN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","9.2","10.718","13.203","11.761","11.315","10.804","9.866","9.594","7.505","7.19","6.319","6.045","6.127","5.811","6.987","7.141","7.131","7.66","10.275","11.611","11.068","11.341","10.211","7.566","6.622","5.121","3.809","3.449","3.332","4.095","3.862","3.677","4.044","4.535",
"IBRD only","IBD","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77343513565321","","","","","","","","","","","","4.8664450563644","","","","","","","","7.63405386004777","6.89346219612436","5.37514325814776","","",
"IDA & IBRD total","IBT","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78646980195014","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.50339820914728","","3.50668693594072","2.95747024448131","3.37241648771395","3.87481637765332","","","6.31520138089955","","","","","",
"Indonesia","IDN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","1.9","1.37","2.89","","1.37","","2.57","","","2.15","2.61","2.63","2.76","","2.455","2.392","2.585","2.626","3.876","","4.218","4.089","5.043","6.031","5.683","5.304","5.885","5.707","6.244","6.782","6.585","6.95","6.657","5.739","5.128","4.899","4.272","4.379","4.15","4.566","4.573","3.975","4.519","3.747","4.569","4.267","3.658","3.453","",
"IDA only","IDX","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","4.3","3.4","2.6","3.1","4.7","6.3","8","8.3","8.8","8.4","6.2","3.6","2.3","2.6","4.71","5.4","","","","4.29","","","1","0.8","1.72","0.7","1","1.3","1.8","2.8","1.7","1.8","","","3.77","","3.358","2.59","","3.03","","","","","","","","",
"India","IND","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.239","","","","","","2.848","","","","","3.717","","","","","2.88","","3.048","","","","","","7.634","6.652","8.236","6.73","4.908","4.222","4.21",
"Not classified","INX","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.255","15.985","17.327","17.337","17.587","16.974","15.893","13.623","15.34","14.87","15.428","14.464","11.922","11.66","10.22","7.937","5.929","4.353","3.776","4.548","4.817","4.963","4.559","4.541","5.02","7.599","15.075","17.068","17.695","17.679","14.829","12.672","10.734","9.023","7.066","5.784","5.174","5.6","6.348","4.311","4.266","4.254",
"Iran, Islamic Rep.","IRN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","","","","","9.5","","","","","8.5","","","","","","11.2","","9.8","10.311","10.252","9.484","9.266","10.988","12.097","10.717","10.579","8.746","8.907","9.395","10.681","10.327","10.506","9.099","8.466","7.968","7.728","6.68","",
"Iraq","IRQ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.858","","","","","7.187","","8.44","","8.49","10.26","","","","14.279","","","",
"Iceland","ISL","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.262","3.8","4.958","5.136","5.452","3.73","3.636","2.433","1.64","1.323","1.555","3.287","4.022","5.148","2.596","2.636","2.236","3.248","8.561","8.31","7.768","6.307","5.649","4.999","3.914","2.918","2.763","2.847","3.845","5.635","5.744","4.133","3.866","3.751",
"Israel","ISR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","2.38","2.4","","2.9","","2.72","2.27","3.87","4.14","4.16","3.77","4.91","5.91","","","","","8.367","8.613","9.231","8.525","6.179","5.563","5.814","6.823","8","8.466","8.436","8.913","10.052","10.194","9.502","8.527","7.888","6.776","5.747","7.574","6.762","5.59","6.663","6.104","5.775","5.057","4.596","4.05","3.954","3.626","4.349","4.887","3.801","3.535","3.014",
"Italy","ITA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","3.74","3.78","4.56","4.18","3.6","3.78","4.22","4.57","4.7","4.88","4.76","","6.05","5.592","6.351","6.3","7.033","7.456","7.349","7.35","6.385","6.785","6.718","7.602","8.647","9.059","9.274","9.351","9.433","8.835","8.316","7.403","7.021","6.87","6.274","6.168","5.421","4.878","5.495","6.724","7.498","7.519","9.804","11.477","11.861","11.315","10.89","10.339","9.668","9.026","8.424","8.657","7.111","6.777","5.87",
"Jamaica","JAM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","11.21","12.93","","13.71","","18.44","13.8","15.62","","","18.68","","","13.17","","9.31","9.51","9.49","10.87","9.59","10.83","9.97","10.42","10.02","10.01","10.168","10.23","9.845","8.083","8.145","7.637","7.013","6.088","4.931","5.898","5.946","6.276","6.672","7.404","6.978","9.899","6.374","5.477","4.242","3.831","5.729","4.231","3.192","2.24","",
"Jordan","JOR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","4.8","","","12.4","13.6","","","","","","18.1","","12.1","12","","","","12.3","13.7","14","13.4","","12.8","11.9","10.3","10.1","10.3","10.4","11","10.4","10.6","10.1","10.975","13.32","15.769","17.003","15.444","17.94","18.548","16.437","15.137","",
"Japan","JPN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","1.6","1.4","1.2","1.2","1.1","1.1","1.3","1.2","1.2","1.2","1.2","1.3","1.5","1.3","1.4","2","2.2","2.1","2.4","2.2","2","2.3","2.4","2.7","2.7","2.6","2.7","2.8","2.5","2.2","2","2","2.1","2.4","2.8","3.1","3.4","3.4","4.2","4.8","4.914","5.217","5.571","5.505","4.955","4.608","4.381","3.974","4.107","5.273","5.463","4.841","4.581","4.301","3.755","3.607","3.358","2.959","2.652","2.497","3.03","3.035","2.828","2.8","2.7",
"Kazakhstan","KAZ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.88","7.53","7.22","7.03","","","","5.33","5.59","4.93","4.6","4.13","4.57","","","","4.4","","","4.43","","4.26","","",
"Kenya","KEN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.695","","","","","","9.809","","","","9.9","","","","","","","2.583","","","4.784","","3.831","4.163","","",
"Kyrgyz Republic","KGZ","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.22","","7.97","7.41","7.71","","7.34","7.41","7.753","6.404","5.127","4.894","4.28","3.627","3.558","3.228","4.278","4.919","5.271","4.562","3.947","3.044","",
"Cambodia","KHM","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.739","0.639","","0.052","2.39","1.774","","0.89","7.7","","","1.32","0.79","0.6","0.747","0.679","1.409","0.362","0.689","0.334","0.59","0.109","","0.481","0.136","0.378","","0.301","",
"Kiribati","KIR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.25","","","","","27.63","","","","","11.87","","","","8.478","9.899","","","2.053","",
"St. Kitts and Nevis","KNA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","8.25","","","","","","","","","","","5.36","","","","","","","","","","5.86","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","5.41","5.29","5.45","5.05","4.98","5.05","4.892","4.599","3.728","4.655","6.181","5.715","5.488","5.222","4.767","4.99","4.919","3.915","3.026","3.059","2.909","2.534","2.62","3.156","2.747","2.251","2.298","2.76","7.625","7.291","4.641","4.194","3.437","3.566","3.663","3.755","3.644","3.45","3.356","3.843","3.668","3.241","2.995","3.263","3.17","3.592","3.732","3.778","3.922","3.87","3.886","3.562","2.722","2.638","2.754",
"Kuwait","KWT","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","1.16","","","","","1.69","","","","","","","","","","","","","","","","","2","0.8","1","1.1","1.04","1.41","","","","1.9","1.2","0.94","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.37336128139231","5.35104355446484","","6.93891356842431","7.09627539405183","6.57533012152245","7.17465780198932","7.85773979778464","","7.43215365611395","7.69280949216603","7.26437742278741","6.51234141248653","6.46798610103249","5.59358681379134","5.60512813187154","5.23896542630084","6.21036208526407","","5.23166727657395","5.30443095031644","5.19320197641978","5.09559547875749","5.52125568928748","6.67257929561325","6.98151684561349","6.83366176064801","6.8945156896326","9.14931998070299","7.58649764850908","5.63705172228455","5.06515788310023","4.44035589888738",
"Lao PDR","LAO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","","","","","","","","","","1.35","","","","","0.755","","","","","2.048","","3.743","","","","","1.498","","",
"Lebanon","LBN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.34","","","8.6","","5.022","","","","","","","","","","9.913","","","","","",
"Liberia","LBR","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.244","","","","2.358","","3.792","6.222","","","","","","","",
"Libya","LBY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.88","","","","","","","","","","","","",
"St. Lucia","LCA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","12.41","11.82","13.82","17.71","17.97","16","12.64","","17.29","17.16","17.48","15","12.4","10","11.04","14.39","","17.61","17.09","20.66","","","","17.119","17.596","13.837","18.639","17.699","14.177","10.801","9.2",
"Latin America & Caribbean","LCN","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65453842360832","5.58506354315333","","7.08344018545916","7.32548472629519","6.8121172081422","7.35990448255984","8.25191322110252","","7.78254618201039","8.15490240873457","7.73501197795152","6.95940079712906","6.72937606775897","5.83439003995239","5.74151174891336","5.37778070044274","6.37335176446618","","5.40847868557315","5.41542987389512","5.29214665927658","5.14689300513659","5.5840714122584","6.57211465673432","6.83959223520786","6.83494202335902","6.90272692859485","9.21444056005649","7.69065269310155","5.75571990442733","5.22392814889224","4.62328457579412",
"Least developed countries: UN classification","LDC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.68","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.75","","","","","","6.65","5.87","6.2","6.6","5.92","6.11","5.55","4.68","4.32","3.63","4.32","3.416","2.656","2.76","2.959","3.041","2.94","2.84","2.786","2.95","3.259","3.923","3.61","3.632","","",
"Lower middle income","LMC","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14655659992793","","","","","","3.91769044331816","","","","","4.50794832020342","","","","","2.95641570401787","","3.54798288415925","","","","","","6.45562446420188","6.02768660424886","6.82281958881329","6.22471466721913","4.61504674075906","3.86857486516687","",
"Low & middle income","LMY","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57779544207288","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","","","","","","","","","","","28.9","","21.46","","","","","","","","","32.54","","","","","","","","","","","15.111","","","","","16.161",
"Late-demographic dividend","LTE","Unemployment, male (% of male labor force) (national estimate)","SL.UEM.TOTL.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.49757159520336","","","","","","","","","","","","","","","","","","","","","","","","",
